chaps_id,birthdate,sire_id,dam_id,regnum,elecid,regname,sex,sex_date,breed,birth_weight,calving_ease,state
40022,3/13/1998,19278446,19435984,41034505,,BB MS WASH 8045,8,,HH,,,
10024,4/10/1998,19427728,19523897,41034704,,BB MS 4017 LAD 8160,8,,HH,,,
40023,4/10/1998,19427728,19523897,41034704,,BB MS 4017 LAD 8160,8,,HH,,,
10025,4/25/1998,40036740,19050987,41053020,,SR GOLDIE 851,8,,HH,,,
40024,4/25/1998,40036740,19050987,41053020,,SR GOLDIE 851,8,,HH,,,
10026,4/13/1998,40036740,19381968,41053182,,DS GOLDIE 843,8,,HH,,,
40025,4/13/1998,40036740,19381968,41053182,,DS GOLDIE 843,8,,HH,,,
10027,3/26/1998,40036739,19532301,41053189,,SR WESTY 813,8,,HH,,,
40026,3/26/1998,40036739,19532301,41053189,,SR WESTY 813,8,,HH,,,
10028,3/13/1999,19408550,40042479,41131050,,SR MARVEL 978,8,,HH,,,
40027,3/13/1999,19408550,40042479,41131050,,SR MARVEL 978,8,,HH,,,
10029,3/12/2000,41003694,40042587,42078300,,SR LORI 016,8,,HH,,,
40028,3/12/2000,41003694,40042587,42078300,,SR LORI 016,8,,HH,,,
10030,1/9/1999,C2650999,C2621497,42167185,,LCI STANDARD LADY 101J,8,,HH,,,
40029,1/9/1999,C2650999,C2621497,42167185,,LCI STANDARD LADY 101J,8,,HH,,,
10031,,,,,,,8,,,,,
10032,,,,,,,8,,,,,
10033,,,,,,,8,,,,,
10034,,,,,,,8,,,,,
10035,,,,,,,8,,,,,
10036,,,,,,,8,,,,,
10037,,,,,,,8,,,,,
10038,,,,,,,8,,,,,
10039,,,,,,,8,,,,,
10040,,,,,,,8,,,,,
10041,,,,,,,8,,,,,
10042,,,,,,,8,,,,,
10043,,,,,,,8,,,,,
10044,,RITO9J9,,10895323,,9J9 G A R 856,8,,AN,,,
40030,,RITO9J9,,10895323,,9J9 G A R 856,8,,AN,,,
10045,,HP68,,,,,8,,HPHP,,,
10046,,HP68,,,,,8,,HPHP,,,
10047,,HP68,,,,,8,,HP,,,
10048,,HP68,,,,,8,,HPHP,,,
10049,,HP68,,,,,8,,HPHP,,,
10050,,HP68,,,,,8,,HPHP,,,
10051,,HX17,,,,,8,,HPHP,,,
10052,,HX17,,,,,8,,HPHP,,,
10053,1/1/1991,UnknAN,Y9X01,,,,8,,ANMX,,,
10054,,ANGS,,,,,8,,ANAN,,,
10055,1/1/1991,UnknAN,Y9X05,,,,8,,ANMX,,,
10056,1/1/1991,UnknAN,Y9X07,,,,8,,ANMX,,,
10057,,ANGS,,,,,8,,ANAN,,,
10058,,AN95,,,,,8,,ANHH,,,
10059,,ANGS,,,,,8,,ANAN,,,
10060,1/1/1991,Unknown,S4556,,,,8,,ANHH,,,
10061,1/1/1991,UnknAN,T5X31,,,,8,,ANHH,,,
10062,,AN95,,,,,8,,ANHH,,,
10063,1/1/1991,UnknAN,T5X44,,,,8,,ANHH,,,
10064,1/1/1991,UnknAN,Y9X20,,,,8,,ANHH,,,
10065,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10066,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10067,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10068,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10069,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10070,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10071,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10072,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10073,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10074,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10075,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10076,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10077,1/1/1991,Unknown,,,,,8,,ANHH,,,
10078,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10079,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10080,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10081,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10082,1/1/1991,Unknown,,,,,8,,ANHH,,,
10083,1/1/1991,Unknown,,,,,8,,ANHH,,,
10084,1/1/1991,Unknown,,,,,8,,ANHH,,,
10085,1/1/1991,Unknown,,,,,8,,ANGV,,,
10086,1/1/1991,Unknown,,,,,8,,ANGV,,,
10087,1/1/1991,Unknown,,,,,8,,ANGV,,,
10088,1/1/1991,Unknown,,,,,8,,ANGV,,,
10089,,,,,,,8,,HPMX,,,
10090,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10091,,,,,,,8,,ANHH,,,
10092,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10093,,,,,,,8,,ANHH,,,
10094,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10095,,,,,,,8,,ANHH,,,
10096,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10097,,,,,,,8,,ANHH,,,
10098,1/1/1991,Unknown,,,,,8,,ANHH,,,
10099,,,,,,,8,,ANHH,,,
10100,1/1/1991,Unknown,,,,,8,,ANHH,,,
10101,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10102,,,,,,,8,,ANHH,,,
10103,,,,,,,8,,ANHH,,,
10104,,,,,,,8,,ANHH,,,
10105,,,,,,,8,,ANHH,,,
10106,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10107,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10108,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10109,,,,,,,8,,ANHH,,,
10110,1/1/1991,Unknown,,,,,8,,ANHH,,,
10111,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10112,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10113,1/1/1991,Unknown,,,,,8,,ANHH,,,
10114,,,,,,,8,,ANHH,,,
10115,1/1/1991,Unknown,,,,,8,,ANHH,,,
10116,1/1/1991,Unknown,,,,,8,,ANHH,,,
10117,,,,,,,8,,ANHH,,,
10118,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10119,,,,,,,8,,ANHH,,,
10120,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10121,,,,,,,8,,ANHH,,,
10122,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10123,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10124,,,,,,,8,,,,,
10125,1/1/1991,Unknown,,,,,8,,ANHH,,,
10126,,,,,,,8,,ANHH,,,
10127,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10128,,,,,,,8,,ANHH,,,
10129,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10130,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10131,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10132,,,,,,,8,,ANHH,,,
10133,1/1/1991,Unknown,,,,,8,,ANHH,,,
10134,1/1/1991,UnknAN,,,,,8,,ANHH,,,
10135,,,,,,,8,,ANHH,,,
10136,,,,,,,8,,ANHH,,,
10137,,,,,,,8,,ANHH,,,
10138,,,,,,,8,,ANHH,,,
10139,,,,,,,8,,ANHH,,,
10140,,,,,,,8,,ANHH,,,
10141,,,,,,,8,,ANHH,,,
10142,,,,,,,8,,ANHH,,,
10143,,,,,,,8,,ANHH,,,
10144,,,,,,,8,,ANHH,,,
10145,,,,,,,8,,ANHH,,,
10146,,,,,,,8,,ANHH,,,
10147,,,,,,,8,,ANHH,,,
10148,,,,,,,8,,ANHH,,,
10149,,,,,,,8,,ANHH,,,
10150,,,,,,,8,,ANHH,,,
10151,,,,,,,8,,ANHH,,,
10152,,,,,,,8,,ANHH,,,
10153,,,,,,,8,,ANHH,,,
10154,,,,,,,8,,ANHH,,,
10155,,,,,,,8,,ANHH,,,
10156,,,,,,,8,,ANHH,,,
10157,,,,,,,8,,ANHH,,,
10158,,,,,,,8,,ANHH,,,
10159,,,,,,,8,,ANHH,,,
10160,,,,,,,8,,ANHH,,,
10161,,,,,,,8,,ANHH,,,
10162,,,,,,,8,,ANHH,,,
10163,,,,,,,8,,ANHH,,,
10164,,,,,,,8,,ANHH,,,
10165,,,,,,,8,,ANHH,,,
10166,,,,,,,8,,ANHH,,,
10167,,,,,,,8,,ANHH,,,
10168,,,,,,,8,,ANHH,,,
10169,,,,,,,8,,ANHH,,,
10170,,,,,,,8,,ANHH,,,
10171,,,,,,,8,,ANHH,,,
10172,,,,,,,8,,ANHH,,,
10173,,,,,,,8,,ANHH,,,
10174,,,,,,,8,,ANHH,,,
10175,,,,,,,8,,ANHH,,,
10176,,,,,,,8,,ANHH,,,
10177,,,,,,,8,,ANHH,,,
10178,,,,,,,8,,ANHH,,,
10179,,,,,,,8,,ANHH,,,
10180,1/1/1992,UnknAN,Z00X6,,,,8,,ANHH,,,
10181,,,,,,,8,,,,,
10182,1/1/1992,UnknAN,Z0X23,,,,8,,ANHH,,,
10183,1/1/1992,Unknown,L0915,,,,8,,ANHH,,,
10184,1/1/1992,Unknown,P2036,,,,8,,ANHH,,,
10185,,,,,,,8,,,,,
10186,,,,,,,8,,,,,
10187,,,,,,,8,,,,,
10188,1/1/1992,Unknown,T5X44,,,,8,,ANHH,,,
10189,1/1/1992,Unknown,,,,,8,,ANGV,,,
10190,1/1/1992,Unknown,,,,,8,,ANGV,,,
10191,1/1/1992,Unknown,,,,,8,,ANGV,,,
10192,1/1/1992,Unknown,,,,,8,,ANGV,,,
10193,1/1/1992,Unknown,,,,,8,,ANGV,,,
10194,1/1/1992,Unknown,,,,,8,,ANGV,,,
10195,1/1/1992,Unknown,,,,,8,,ANGV,,,
10196,1/1/1992,Unknown,,,,,8,,ANGV,,,
10197,1/1/1992,Unknown,,,,,8,,ANGV,,,
10198,1/1/1992,Unknown,,,,,8,,ANGV,,,
10199,4/4/1978,PBC373D0,,100626,,,8,,AR,,,
40031,4/4/1978,PBC373D0,,100626,,,8,,AR,,,
10200,,PBC373,,87349,,,8,,AR,,,
40032,,PBC373,,87349,,,8,,AR,,,
10201,4/16/1981,BFLOCRVC,BFLOCAR,130370,,,8,,AR,,,
40033,4/16/1981,BFLOCRVC,BFLOCAR,130370,,,8,,AR,,,
10202,,QAS234,,11246381,,B F TRAVELER 7112 9118,8,,AN,,,
40034,,QAS234,,11246381,,B F TRAVELER 7112 9118,8,,AN,,,
10203,,BR545,,11264984,,B/R ELINE 972,8,,AN,,,
40035,,BR545,,11264984,,B/R ELINE 972,8,,AN,,,
10204,,HIGHTIME,,09890479,,BASIN ENCHANTRESS 1051,8,,AN,,,
40036,,HIGHTIME,,09890479,,BASIN ENCHANTRESS 1051,8,,AN,,,
10205,5/6/1982,RCNDY606,BFCR127,140489,,,8,,AR,,,
40037,5/6/1982,RCNDY606,BFCR127,140489,,,8,,AR,,,
10206,,,,,,,8,,,,,
10207,1/1/1993,UnknLM,AB276,,,,8,,LMAH,,,
10208,,,,,,,8,,,,,
10209,,,,,,,8,,,,,
10210,,,,,,,8,,,,,
10211,,,,,,,8,,,,,
10212,,,,,,,8,,,,,
10213,,,,,,,8,,,,,
10214,,,,,,,8,,,,,
10215,,MS38,N1085,,,,8,,,,,
10216,1/1/1993,UnknAN,A1X80,,,,8,,ANHH,,,
10217,1/1/1993,UnknLM,AB559,,,,8,,LMAH,,,
10218,,,,,,,8,,,,,
10219,,,,,,,8,,,,,
10220,1/1/1993,Unknown,A1X86,,,,8,,ANHH,,,
10221,,,,,,,8,,,,,
10222,,,,,,,8,,,,,
10223,1/1/1993,UnknAN,A1X83,,,,8,,ANHH,,,
10224,1/1/1993,UnknAN,A1X57,,,,8,,ANHH,,,
10225,1/1/1993,Unknown,A1X75,,,,8,,ANHH,,,
10226,,,,,,,8,,,,,
10227,1/1/1993,Unknown,A1018,,,,8,,ANHH,,,
10228,,AN74,A1001,,,,8,,,,,
10229,,,,,,,8,,,,,
10230,,,,,,,8,,,,,
10231,,,,,,,8,,,,,
10232,,AN20,A1X78,,,,8,,,,,
10233,1/1/1993,UnknAN,A1X95,,,,8,,ANHH,,,
10234,1/1/1993,UnknAN,S4539,,,,8,,ANHH,,,
10235,,AN20,A1X50,,,,8,,,,,
10236,1/1/1993,Unknown,S4556,,,,8,,ANHH,,,
10237,1/1/1993,UnknAN,A1X62,,,,8,,ANHH,,,
10238,,,,,,,8,,,,,
10239,1/1/1993,UnknAN,S4023,,,,8,,ANHH,,,
10240,1/1/1993,Unknown,S4514,,,,8,,ANHH,,,
10241,1/1/1993,Unknown,A1006,,,,8,,ANHH,,,
10242,,,,,,,8,,,,,
10243,,,,,,,8,,,,,
10244,,,,,,,8,,,,,
10245,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10246,1/1/1993,Unknown,,,,,8,,ANHH,,,
10247,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10248,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10249,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10250,,,,,,,8,,,,,
10251,,,,,,,8,,,,,
10252,,,,,,,8,,,,,
10253,,,,,,,8,,,,,
10254,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10255,,,,,,,8,,,,,
10256,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10257,,,,,,,8,,,,,
10258,,,,,,,8,,,,,
10259,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10260,,,,,,,8,,,,,
10261,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10262,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10263,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10264,1/1/1993,Unknown,,,,,8,,ANHH,,,
10265,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10266,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10267,1/1/1993,Unknown,,,,,8,,ANHH,,,
10268,,,,,,,8,,,,,
10269,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10270,,,,,,,8,,,,,
10271,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10272,1/1/1993,Unknown,,,,,8,,ANHH,,,
10273,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10274,1/1/1993,Unknown,,,,,8,,ANHH,,,
10275,,,,,,,8,,,,,
10276,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10277,,,,,,,8,,,,,
10278,,,,,,,8,,,,,
10279,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10280,,,,,,,8,,,,,
10281,1/1/1993,Unknown,,,,,8,,ANHH,,,
10282,,,,,,,8,,,,,
10283,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10284,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10285,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10286,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10287,,,,,,,8,,,,,
10288,1/1/1993,Unknown,,,,,8,,ANHH,,,
10289,,,,,,,8,,,,,
10290,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10291,1/1/1993,UnknAN,,,,,8,,ANHH,,,
10292,1/1/1993,Unknown,,,,,8,,ANGV,,,
10293,1/1/1993,UNKN,,,,,8,,ANGV,,,
10294,1/1/1993,UNKN,,,,,8,,ANGV,,,
10295,1/1/1993,UNKN,,,,,8,,ANGV,,,
10296,1/1/1993,UNKN,,,,,8,,ANGV,,,
10297,1/1/1993,Unknown,,,,,8,,ANGV,,,
10298,1/1/1993,UNKN,,,,,8,,ANGV,,,
10299,1/1/1993,UNKN,,,,,8,,ANGV,,,
10300,1/1/1993,Unknown,,,,,8,,ANGV,,,
10301,1/1/1993,UNKN,,,,,8,,ANGV,,,
10302,1/1/1993,UNKN,,,,,8,,ANGV,,,
10303,1/1/1993,UNKN,,,,,8,,ANGV,,,
10304,,,,,,,8,,ANHH,,,
10305,1/1/1994,UnknHH,U6514,,,,8,,HHMX,,,
10306,1/1/1994,UnknHH,S4528,,,,8,,HHSM,,,
10307,1/1/1994,UnknAN,,,,,8,,ANHH,,,
10308,1/1/1994,UnknHH,A1003,,,,8,,HHMX,,,
10309,,,,,,,8,,ARHH,,,
10310,1/1/1994,UnknAR,T5X39,,,,8,,ARHH,,,
10311,1/1/1994,UnknAN,S4023,,,,8,,ANHH,,,
10312,1/1/1994,UnknAR,P2036,,,,8,,ARHH,,,
10313,1/1/1994,UnknAR,S4530,,,,8,,ARSM,,,
10314,1/1/1994,UnknAR,T5X31,,,,8,,ARHH,,,
10315,1/1/1994,UnknAR,T5567,,,,8,,ARSM,,,
10316,1/1/1994,UnknCH,N1077,,,,8,,CHHH,,,
10317,1/1/1994,UnknCH,W7029,,,,8,,CHSM,,,
10318,,,,,,,8,,ARMX,,,
10319,1/1/1994,UnknAR,R3512,,,,8,,ARMX,,,
10320,1/1/1994,UnknAR,W7538,,,,8,,ARSM,,,
10321,1/1/1994,UnknAR,R3551,,,,8,,ARMX,,,
10322,,,,,,,8,,ARHH,,,
10323,1/1/1994,REF2,,,,,8,,ANHH,,,
10324,,,,,,,8,,ANHH,,,
10325,,,,,,,8,,ANHH,,,
10326,1/1/1994,REF2,,,,,8,,ANHH,,,
10327,1/1/1994,REF2,,,,,8,,ANHH,,,
10328,,,,,,,8,,ANHH,,,
10329,,,,,,,8,,ANHH,,,
10330,1/1/1994,REF2,,,,,8,,ANHH,,,
10331,1/1/1994,REF2,,,,,8,,ANHH,,,
10332,,,,,,,8,,ANHH,,,
10333,1/1/1993,REF2,,,,,8,,ANHH,,,
10334,1/1/1994,REF2,,,,,8,,ANHH,,,
10335,1/1/1994,REF2,,,,,8,,ANHH,,,
10336,,,,,,,8,,ANHH,,,
10337,1/1/1994,REF2,,,,,8,,ANHH,,,
10338,1/1/1994,REF2,,,,,8,,ANHH,,,
10339,1/1/1994,REF2,,,,,8,,ANHH,,,
10340,,,,,,,8,,ANHH,,,
10341,,,,,,,8,,ANHH,,,
10342,,,,,,,8,,ANHH,,,
10343,,,,,,,8,,ANHH,,,
10344,1/1/1994,REF2,,,,,8,,ANHH,,,
10345,,,,,,,8,,ANHH,,,
10346,1/1/1994,REF1,,,,,8,,ANHH,,,
10347,1/1/1994,231,,,,,8,,GVMX,,,
10348,,9110,,,,,8,,ARHH,,,
10349,,9110,,,,,8,,ARHH,,,
10350,,GDBK,,,,,8,,ANHH,,,
10351,1/1/1994,936,,,,,8,,GVMX,,,
10352,1/1/1994,936,,,,,8,,GVAH,,,
10353,1/1/1994,231,,,,,8,,GVMX,,,
10354,,936,,,,,8,,GVMX,,,
10355,1/1/1994,REF1,,,,,8,,ANHH,,,
10356,1/1/1994,8524,,,,,8,,ANHH,,,
10357,1/1/1994,9110,,,,,8,,ANHH,,,
10358,,8524,,,,,8,,ANHH,,,
10359,1/1/1994,REF1,,,,,8,,ANHH,,,
10360,1/1/1994,REF1,,,,,8,,ANHH,,,
10361,1/1/1994,REF1,,,,,8,,ANHH,,,
10362,1/1/1994,REF1,,,,,8,,ANHH,,,
10363,1/1/1994,8524,,,,,8,,ANMX,,,
10364,1/1/1994,REF1,,,,,8,,ANHH,,,
10365,,GDBK,,,,,8,,ANHH,,,
10366,1/1/1994,9110,,,,,8,,ANHH,,,
10367,,8524,,,,,8,,ANMX,,,
10368,1/1/1994,8524,,,,,8,,ANHH,,,
10369,1/1/1994,UnknAN,,,,,8,,AN,,,
10370,1/1/1994,C,,,,,8,,AN,,,
10371,1/1/1994,B,,,,,8,,AN,,,
10372,,D,,,,,8,,AN,,,
10373,,D,,,,,8,,AN,,,
10374,,C,,,,,8,,AN,,,
10375,,C,,,,,8,,AN,,,
10376,1/1/1994,F,,,,,8,,AN,,,
10377,,C,,,,,8,,AN,,,
10378,,D,,,,,8,,ANMX,,,
10379,1/1/1994,Unknown,,,,,8,,AN,,,
10380,1/1/1994,D,,,,,8,,AN,,,
10381,,E,,,,,8,,AN,,,
10382,1/1/1994,D,,,,,8,,AN,,,
10383,,C,,,,,8,,AN,,,
10384,,B,,,,,8,,AN,,,
10385,,C,,,,,8,,AN,,,
10386,1/1/1994,C,,,,,8,,AN,,,
10387,1/1/1994,D,,,,,8,,AN,,,
10388,,D,,,,,8,,AN,,,
10389,1/1/1994,C,,,,,8,,AN,,,
10390,,,,,,,8,,AN,,,
10391,1/1/1994,F,,,,,8,,AN,,,
10392,,C,,,,,8,,AN,,,
10393,1/1/1994,C,,,,,8,,AN,,,
10394,,,,,,,8,,AN,,,
10395,1/1/1994,A,,,,,8,,AN,,,
10396,1/1/1994,D,,,,,8,,AN,,,
10397,1/1/1994,B,,,,,8,,AN,,,
10398,,B,,,,,8,,AN,,,
10399,,,,,,,8,,,,,
10400,1/1/1994,236Y,,,,,8,,GVMX,,,
10401,1/1/1994,236Y,,,,,8,,GVMX,,,
10402,,,,,,,8,,,,,
10403,,,,,,,8,,,,,
10404,1/1/1994,Unknown,,,,,8,,SMMX,,,
10405,,,,,,,8,,,,,
10406,1/1/1994,UnknLM,,,,,8,,LMSM,,,
10407,1/1/1994,2186,,,,,8,,SMMX,,,
10408,1/1/1994,2152,,,,,8,,CHSM,,,
10409,1/1/1994,UNKN,,,,,8,,ANGV,,,
10410,1/1/1994,Unknown,,,,,8,,ANGV,,,
10411,1/1/1994,Unknown,,,,,8,,ANGV,,,
10412,1/1/1994,UNKN,,,,,8,,ANGV,,,
10413,1/1/1994,Unknown,,,,,8,,ANGV,,,
10414,1/1/1994,UNKN,,,,,8,,ANGV,,,
10415,1/1/1994,UNKN,,,,,8,,ANGV,,,
10416,1/1/1994,Unknown,,,,,8,,ANGV,,,
10417,1/1/1994,UNKN,,,,,8,,ANGV,,,
10418,1/1/1994,UNKN,,,,,8,,ANGV,,,
10419,1/1/1994,Unknown,,,,,8,,ANGV,,,
10420,1/1/1995,127,C3375,,,,8,,AN,,,
10421,,,,,,,8,,,,,
10422,1/1/1995,127,C3087,,,,8,,AN,,,
10423,,,,,,,8,,,,,
10424,1/1/1995,127,C3356,,,,8,,AN,,,
10425,1/1/1995,127,C3385,,,,8,,AN,,,
10426,1/1/1995,127,C3003,,,,8,,ANMX,,,
10427,1/1/1995,127,C3353,,,,8,,AN,,,
10428,,,,,,,8,,,,,
10429,1/1/1995,127,C3032,,,,8,,AN,,,
10430,,,,,,,8,,,,,
10431,1/1/1995,127,C3371,,,,8,,AN,,,
10432,1/1/1995,127,C3358,,,,8,,AN,,,
10433,,,,,,,8,,,,,
10434,1/1/1995,127,C3376,,982000007536358,,8,,AN,,,
10435,1/1/1995,UnknAN,C3183,,,,8,,AN,,,
10436,1/1/1995,UnknAN,C3344,,,,8,,AN,,,
10437,,,,,,,8,,,,,
10438,1/1/1995,Unknown,C3068,,,,8,,AN,,,
10439,,,,,,,8,,,,,
10440,,,,,,,8,,,,,
10441,1/1/1995,Unknown,C3081,,,,8,,AN,,,
10442,1/1/1995,Unknown,C3350,,,,8,,AN,,,
10443,1/1/1995,UnknAN,C3064,,949000000196470,,8,,AN,,,
10444,1/1/1995,Unknown,C3107,,,,8,,ARMX,,,
10445,,,,,,,8,,,,,
10446,1/1/1995,LRA,W7538,,,,8,,ARSM,,,
10447,1/1/1995,LRA,S4528,,,,8,,ARSM,,,
10448,1/1/1995,LRA,W7029,,,,8,,ARSM,,,
10449,1/1/1995,LRA,U6514,,,,8,,ARSM,,,
10450,1/1/1995,LRA,S4520,,,,8,,ARSM,,,
10451,1/1/1995,LRA,R3542,,,,8,,ARMX,,,
10452,,,,,,,8,,,,,
10453,,,,,,,8,,,,,
10454,,,,,,,8,,,,,
10455,,,,,,,8,,,,,
10456,,,,,,,8,,,,,
10457,,,,,,,8,,,,,
10458,,,,,,,8,,,,,
10459,,,,,,,8,,,,,
10460,,,,,,,8,,,,,
10461,,,,,,,8,,,,,
10462,,,,,,,8,,,,,
10463,,,,,,,8,,,,,
10464,,,,,,,8,,,,,
10465,,,,,,,8,,,,,
10466,,,,,,,8,,,,,
10467,,,,,,,8,,,,,
10468,,,,,,,8,,,,,
10469,,,,,,,8,,,,,
10470,1/1/1995,Unknown,,,,,8,,ANGV,,,
10471,1/1/1995,Unknown,,,,,8,,ANGV,,,
10472,1/1/1995,Unknown,,,,,8,,ANGV,,,
10473,1/1/1995,Unknown,,,,,8,,ANGV,,,
10474,5/6/1962,REDCOPPR,,9319,,,8,,AR,,,
