chaps_id,birthdate,sire,dam,regnum,elecID,regname,sex,sex_date,breed,birth_weight,calving_ease,status,,,,,,
10243,,,,,,,,,,,,,,,,,,
10244,,,,,,,,,,,,,,,,,,
10245,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10246,1/1/1993,Unknown,,,,,,,ANHH,,,,,,,,,
10247,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10248,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10249,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10250,,,,,,,,,,,,,,,,,,
10251,,,,,,,,,,,,,,,,,,
10252,,,,,,,,,,,,,,,,,,
10253,,,,,,,,,,,,,,,,,,
10254,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10255,,,,,,,,,,,,,,,,,,
10256,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10257,,,,,,,,,,,,,,,,,,
10258,,,,,,,,,,,,,,,,,,
10259,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10260,,,,,,,,,,,,,,,,,,
10261,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10262,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10263,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10264,1/1/1993,Unknown,,,,,,,ANHH,,,,,,,,,
10265,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10266,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10267,1/1/1993,Unknown,,,,,,,ANHH,,,,,,,,,
10268,,,,,,,,,,,,,,,,,,
10269,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10270,,,,,,,,,,,,,,,,,,
10271,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10272,1/1/1993,Unknown,,,,,,,ANHH,,,,,,,,,
10273,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10274,1/1/1993,Unknown,,,,,,,ANHH,,,,,,,,,
10275,,,,,,,,,,,,,,,,,,
10276,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10277,,,,,,,,,,,,,,,,,,
10278,,,,,,,,,,,,,,,,,,
10279,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10280,,,,,,,,,,,,,,,,,,
10281,1/1/1993,Unknown,,,,,,,ANHH,,,,,,,,,
10282,,,,,,,,,,,,,,,,,,
10283,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10284,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10285,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10286,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10287,,,,,,,,,,,,,,,,,,
10288,1/1/1993,Unknown,,,,,,,ANHH,,,,,,,,,
10289,,,,,,,,,,,,,,,,,,
10290,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10291,1/1/1993,UnknAN,,,,,,,ANHH,,,,,,,,,
10292,1/1/1993,Unknown,,,,,,,ANGV,,,,,,,,,
10293,1/1/1993,UNKN,,,,,,,ANGV,,,,,,,,,
10294,1/1/1993,UNKN,,,,,,,ANGV,,,,,,,,,
10295,1/1/1993,UNKN,,,,,,,ANGV,,,,,,,,,
10296,1/1/1993,UNKN,,,,,,,ANGV,,,,,,,,,
10297,1/1/1993,Unknown,,,,,,,ANGV,,,,,,,,,
10298,1/1/1993,UNKN,,,,,,,ANGV,,,,,,,,,
10299,1/1/1993,UNKN,,,,,,,ANGV,,,,,,,,,
10300,1/1/1993,Unknown,,,,,,,ANGV,,,,,,,,,
10301,1/1/1993,UNKN,,,,,,,ANGV,,,,,,,,,
10302,1/1/1993,UNKN,,,,,,,ANGV,,,,,,,,,
10303,1/1/1993,UNKN,,,,,,,ANGV,,,,,,,,,
10304,,,,,,,,,ANHH,,,,,,,,,
10305,1/1/1994,UnknHH,U6514,,,,,,HHMX,,,,,,,,,
10306,1/1/1994,UnknHH,S4528,,,,,,HHSM,,,,,,,,,
10307,1/1/1994,UnknAN,,,,,,,ANHH,,,,,,,,,
10308,1/1/1994,UnknHH,A1003,,,,,,HHMX,,,,,,,,,
10309,,,,,,,,,ARHH,,,,,,,,,
10310,1/1/1994,UnknAR,T5X39,,,,,,ARHH,,,,,,,,,
10311,1/1/1994,UnknAN,S4023,,,,,,ANHH,,,,,,,,,
10312,1/1/1994,UnknAR,P2036,,,,,,ARHH,,,,,,,,,
10313,1/1/1994,UnknAR,S4530,,,,,,ARSM,,,,,,,,,
10314,1/1/1994,UnknAR,T5X31,,,,,,ARHH,,,,,,,,,
10315,1/1/1994,UnknAR,T5567,,,,,,ARSM,,,,,,,,,
10316,1/1/1994,UnknCH,N1077,,,,,,CHHH,,,,,,,,,
10317,1/1/1994,UnknCH,W7029,,,,,,CHSM,,,,,,,,,
10318,,,,,,,,,ARMX,,,,,,,,,
10319,1/1/1994,UnknAR,R3512,,,,,,ARMX,,,,,,,,,
10320,1/1/1994,UnknAR,W7538,,,,,,ARSM,,,,,,,,,
10321,1/1/1994,UnknAR,R3551,,,,,,ARMX,,,,,,,,,
10322,,,,,,,,,ARHH,,,,,,,,,
10323,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10324,,,,,,,,,ANHH,,,,,,,,,
10325,,,,,,,,,ANHH,,,,,,,,,
10326,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10327,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10328,,,,,,,,,ANHH,,,,,,,,,
10329,,,,,,,,,ANHH,,,,,,,,,
10330,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10331,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10332,,,,,,,,,ANHH,,,,,,,,,
10333,1/1/1993,REF2,,,,,,,ANHH,,,,,,,,,
10334,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10335,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10336,,,,,,,,,ANHH,,,,,,,,,
10337,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10338,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10339,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10340,,,,,,,,,ANHH,,,,,,,,,
10341,,,,,,,,,ANHH,,,,,,,,,
10342,,,,,,,,,ANHH,,,,,,,,,
10343,,,,,,,,,ANHH,,,,,,,,,
10344,1/1/1994,REF2,,,,,,,ANHH,,,,,,,,,
10345,,,,,,,,,ANHH,,,,,,,,,
10346,1/1/1994,REF1,,,,,,,ANHH,,,,,,,,,
10347,1/1/1994,231,,,,,,,GVMX,,,,,,,,,
10348,,9110,,,,,,,ARHH,,,,,,,,,
10349,,9110,,,,,,,ARHH,,,,,,,,,
10350,,GDBK,,,,,,,ANHH,,,,,,,,,
10351,1/1/1994,936,,,,,,,GVMX,,,,,,,,,
10352,1/1/1994,936,,,,,,,GVAH,,,,,,,,,
10353,1/1/1994,231,,,,,,,GVMX,,,,,,,,,
10354,,936,,,,,,,GVMX,,,,,,,,,
10355,1/1/1994,REF1,,,,,,,ANHH,,,,,,,,,
10356,1/1/1994,8524,,,,,,,ANHH,,,,,,,,,
10357,1/1/1994,9110,,,,,,,ANHH,,,,,,,,,
10358,,8524,,,,,,,ANHH,,,,,,,,,
10359,1/1/1994,REF1,,,,,,,ANHH,,,,,,,,,
10360,1/1/1994,REF1,,,,,,,ANHH,,,,,,,,,
10361,1/1/1994,REF1,,,,,,,ANHH,,,,,,,,,
10362,1/1/1994,REF1,,,,,,,ANHH,,,,,,,,,
10363,1/1/1994,8524,,,,,,,ANMX,,,,,,,,,
10364,1/1/1994,REF1,,,,,,,ANHH,,,,,,,,,
10365,,GDBK,,,,,,,ANHH,,,,,,,,,
10366,1/1/1994,9110,,,,,,,ANHH,,,,,,,,,
10367,,8524,,,,,,,ANMX,,,,,,,,,
10368,1/1/1994,8524,,,,,,,ANHH,,,,,,,,,
10369,1/1/1994,UnknAN,,,,,,,AN,,,,,,,,,
10370,1/1/1994,C,,,,,,,AN,,,,,,,,,
10371,1/1/1994,B,,,,,,,AN,,,,,,,,,
10372,,D,,,,,,,AN,,,,,,,,,
10373,,D,,,,,,,AN,,,,,,,,,
10374,,C,,,,,,,AN,,,,,,,,,
10375,,C,,,,,,,AN,,,,,,,,,
10376,1/1/1994,F,,,,,,,AN,,,,,,,,,
10377,,C,,,,,,,AN,,,,,,,,,
10378,,D,,,,,,,ANMX,,,,,,,,,
10379,1/1/1994,Unknown,,,,,,,AN,,,,,,,,,
10380,1/1/1994,D,,,,,,,AN,,,,,,,,,
10381,,E,,,,,,,AN,,,,,,,,,
10382,1/1/1994,D,,,,,,,AN,,,,,,,,,
10383,,C,,,,,,,AN,,,,,,,,,
10384,,B,,,,,,,AN,,,,,,,,,
10385,,C,,,,,,,AN,,,,,,,,,
10386,1/1/1994,C,,,,,,,AN,,,,,,,,,
10387,1/1/1994,D,,,,,,,AN,,,,,,,,,
10388,,D,,,,,,,AN,,,,,,,,,
10389,1/1/1994,C,,,,,,,AN,,,,,,,,,
10390,,,,,,,,,AN,,,,,,,,,
10391,1/1/1994,F,,,,,,,AN,,,,,,,,,
10392,,C,,,,,,,AN,,,,,,,,,
10393,1/1/1994,C,,,,,,,AN,,,,,,,,,
10394,,,,,,,,,AN,,,,,,,,,
10395,1/1/1994,A,,,,,,,AN,,,,,,,,,
10396,1/1/1994,D,,,,,,,AN,,,,,,,,,
10397,1/1/1994,B,,,,,,,AN,,,,,,,,,
10398,,B,,,,,,,AN,,,,,,,,,
10399,,,,,,,,,,,,,,,,,,
10400,1/1/1994,236Y,,,,,,,GVMX,,,,,,,,,
10401,1/1/1994,236Y,,,,,,,GVMX,,,,,,,,,
10402,,,,,,,,,,,,,,,,,,
10403,,,,,,,,,,,,,,,,,,
10404,1/1/1994,Unknown,,,,,,,SMMX,,,,,,,,,
10405,,,,,,,,,,,,,,,,,,
10406,1/1/1994,UnknLM,,,,,,,LMSM,,,,,,,,,
10407,1/1/1994,2186,,,,,,,SMMX,,,,,,,,,
10408,1/1/1994,2152,,,,,,,CHSM,,,,,,,,,
10409,1/1/1994,UNKN,,,,,,,ANGV,,,,,,,,,
10410,1/1/1994,Unknown,,,,,,,ANGV,,,,,,,,,
10411,1/1/1994,Unknown,,,,,,,ANGV,,,,,,,,,
10412,1/1/1994,UNKN,,,,,,,ANGV,,,,,,,,,
10413,1/1/1994,Unknown,,,,,,,ANGV,,,,,,,,,
10414,1/1/1994,UNKN,,,,,,,ANGV,,,,,,,,,
10415,1/1/1994,UNKN,,,,,,,ANGV,,,,,,,,,
10416,1/1/1994,Unknown,,,,,,,ANGV,,,,,,,,,
10417,1/1/1994,UNKN,,,,,,,ANGV,,,,,,,,,
10418,1/1/1994,UNKN,,,,,,,ANGV,,,,,,,,,
10419,1/1/1994,Unknown,,,,,,,ANGV,,,,,,,,,
10420,1/1/1995,127,C3375,,,,,,AN,,,,,,,,,
10421,,,,,,,,,,,,,,,,,,
10422,1/1/1995,127,C3087,,,,,,AN,,,,,,,,,
10423,,,,,,,,,,,,,,,,,,
10424,1/1/1995,127,C3356,,,,,,AN,,,,,,,,,
10425,1/1/1995,127,C3385,,,,,,AN,,,,,,,,,
10426,1/1/1995,127,C3003,,,,,,ANMX,,,,,,,,,
10427,1/1/1995,127,C3353,,,,,,AN,,,,,,,,,
10428,,,,,,,,,,,,,,,,,,
10429,1/1/1995,127,C3032,,,,,,AN,,,,,,,,,
10430,,,,,,,,,,,,,,,,,,
10431,1/1/1995,127,C3371,,,,,,AN,,,,,,,,,
10432,1/1/1995,127,C3358,,,,,,AN,,,,,,,,,
10433,,,,,,,,,,,,,,,,,,
10434,1/1/1995,127,C3376,,982000007536358,,,,AN,,,,,,,,,
10435,1/1/1995,UnknAN,C3183,,,,,,AN,,,,,,,,,
10436,1/1/1995,UnknAN,C3344,,,,,,AN,,,,,,,,,
10437,,,,,,,,,,,,,,,,,,
10438,1/1/1995,Unknown,C3068,,,,,,AN,,,,,,,,,
10439,,,,,,,,,,,,,,,,,,
10440,,,,,,,,,,,,,,,,,,
10441,1/1/1995,Unknown,C3081,,,,,,AN,,,,,,,,,
