chaps_id,CalfID,entry_date,weight,hip_height,frame_score,back_fat,rib_eye,marbling,stage
114,3146,,0,0,0,0,0,0,I
115,3147,,0,0,0,0,0,0,I
116,3148,,0,0,0,0,0,0,I
117,3152,,0,0,0,0,0,0,I
118,3153,,0,0,0,0,0,0,I
119,3154,,0,0,0,0,0,0,I
120,3155,,0,0,0,0,0,0,I
121,3157,,0,0,0,0,0,0,I
122,3161,,0,0,0,0,0,0,I
123,3167,,0,0,0,0,0,0,I
124,3170,,0,0,0,0,0,0,I
125,3175,,0,0,0,0,0,0,I
126,3176,,0,0,0,0,0,0,I
127,3179,,0,0,0,0,0,0,I
128,3181,,0,0,0,0,0,0,I
129,3182,,0,0,0,0,0,0,I
130,3183,,0,0,0,0,0,0,I
131,3184,,0,0,0,0,0,0,I
132,3186,,0,0,0,0,0,0,I
133,3187,,0,0,0,0,0,0,I
134,3188,,0,0,0,0,0,0,I
135,3190,,0,0,0,0,0,0,I
136,3191,,0,0,0,0,0,0,I
137,3192,,0,0,0,0,0,0,I
138,3194,,0,0,0,0,0,0,I
139,3198,,0,0,0,0,0,0,I
140,3202,,0,0,0,0,0,0,I
141,3207,,0,0,0,0,0,0,I
142,3213,,0,0,0,0,0,0,I
143,3214,,0,0,0,0,0,0,I
144,3217,,0,0,0,0,0,0,I
145,3219,,0,0,0,0,0,0,I
146,3220,,0,0,0,0,0,0,I
147,3221,,0,0,0,0,0,0,I
148,3227,,0,0,0,0,0,0,I
149,3230,,0,0,0,0,0,0,I
150,3231,,0,0,0,0,0,0,I
151,3233,,0,0,0,0,0,0,I
152,3234,,0,0,0,0,0,0,I
153,3239,,0,0,0,0,0,0,I
154,3241,,0,0,0,0,0,0,I
155,3243,,0,0,0,0,0,0,I
156,3247,,0,0,0,0,0,0,I
157,3251,,0,0,0,0,0,0,I
158,3253,,0,0,0,0,0,0,I
159,3255,,0,0,0,0,0,0,I
160,3262,,0,0,0,0,0,0,I
161,3266,,0,0,0,0,0,0,I
162,3269,,0,0,0,0,0,0,I
163,3270,,0,0,0,0,0,0,I
164,3272,,0,0,0,0,0,0,I
165,3273,,0,0,0,0,0,0,I
166,3274,,0,0,0,0,0,0,I
167,3277,,0,0,0,0,0,0,I
168,3280,,0,0,0,0,0,0,I
169,3281,,0,0,0,0,0,0,I
170,3284,,0,0,0,0,0,0,I
171,3285,,0,0,0,0,0,0,I
172,3286,,0,0,0,0,0,0,I
173,3287,,0,0,0,0,0,0,I
174,3291,,0,0,0,0,0,0,I
175,3295,,0,0,0,0,0,0,I
176,3296,,0,0,0,0,0,0,I
177,3299,,0,0,0,0,0,0,I
178,3304,,0,0,0,0,0,0,I
179,3305,,0,0,0,0,0,0,I
180,3308,,0,0,0,0,0,0,I
181,3310,,0,0,0,0,0,0,I
182,3311,,0,0,0,0,0,0,I
183,3315,,0,0,0,0,0,0,I
184,3318,,0,0,0,0,0,0,I
185,3319,,0,0,0,0,0,0,I
186,3320,,0,0,0,0,0,0,I
187,3322,,0,0,0,0,0,0,I
188,3324,,0,0,0,0,0,0,I
189,3325,,0,0,0,0,0,0,I
190,3326,,0,0,0,0,0,0,I
191,3330,,0,0,0,0,0,0,I
192,3331,,0,0,0,0,0,0,I
193,3337,,0,0,0,0,0,0,I
194,3338,,0,0,0,0,0,0,I
195,A3001,,0,0,0,0,0,0,I
196,A3002,2014-05-08,500,0,0,0,0,0,I
197,A3003,,0,0,0,0,0,0,I
198,A3004,2014-05-08,474,0,0,0,0,0,I
199,A3005,,0,0,0,0,0,0,I
200,A3006,2014-05-08,742,0,0,0,0,0,I
201,A3010,,0,0,0,0,0,0,I
202,A3011,2014-05-08,662,0,0,0,0,0,I
203,A3012,2014-05-08,700,0,0,0,0,0,I
204,A3018,,0,0,0,0,0,0,I
205,A3019,,0,0,0,0,0,0,I
206,A3020,2014-05-08,484,0,0,0,0,0,I
207,A3021,,0,0,0,0,0,0,I
208,A3022,2014-05-08,722,0,0,0,0,0,I
209,A3023,,0,0,0,0,0,0,I
210,A3031,,0,0,0,0,0,0,I
211,A3032,,0,0,0,0,0,0,I
212,A3033,,0,0,0,0,0,0,I
213,A3034,2014-05-08,668,0,0,0,0,0,I
214,A3045,,0,0,0,0,0,0,I
215,A3046,,0,0,0,0,0,0,I
216,A3055,,0,0,0,0,0,0,I
217,A3056,,0,0,0,0,0,0,I
218,A3065,,0,0,0,0,0,0,I
219,A3066,2014-05-08,738,0,0,0,0,0,I
220,A3076,,0,0,0,0,0,0,I
221,A3077,2014-05-08,762,0,0,0,0,0,I
222,A3078,,0,0,0,0,0,0,I
223,A3080,,0,0,0,0,0,0,I
224,A3089,,0,0,0,0,0,0,I
225,A3094,2014-05-08,654,0,0,0,0,0,I
226,A3095,2014-05-08,726,0,0,0,0,0,I
227,A3096,2014-05-08,794,0,0,0,0,0,I
228,A3097,,0,0,0,0,0,0,I
229,A3102,,0,0,0,0,0,0,I
230,A3103,2014-05-08,688,0,0,0,0,0,I
231,A3104,,0,0,0,0,0,0,I
232,A3105,2014-05-08,694,0,0,0,0,0,I
233,A3106,,0,0,0,0,0,0,I
234,A3107,,0,0,0,0,0,0,I
235,A3108,,0,0,0,0,0,0,I
236,A3109,,0,0,0,0,0,0,I
237,A3111,2014-05-08,498,0,0,0,0,0,I
238,A3117,,0,0,0,0,0,0,I
239,A3118,2014-05-08,600,0,0,0,0,0,I
240,A3119,,0,0,0,0,0,0,I
241,A3123,2014-05-08,526,0,0,0,0,0,I
242,A3124,,0,0,0,0,0,0,I
243,A3128,2014-05-08,714,0,0,0,0,0,I
244,A3129,,0,0,0,0,0,0,I
245,A3130,,0,0,0,0,0,0,I
246,A3131,,0,0,0,0,0,0,I
247,A3132,2014-05-08,714,0,0,0,0,0,I
248,A3133,2014-05-08,664,0,0,0,0,0,I
249,A3139,2014-05-08,660,0,0,0,0,0,I
250,A3148,,0,0,0,0,0,0,I
251,A3153,2014-05-08,666,0,0,0,0,0,I
252,A3154,2014-05-08,648,0,0,0,0,0,I
253,A3155,,0,0,0,0,0,0,I
254,A3156,2014-05-08,728,0,0,0,0,0,I
255,A3162,2014-05-08,616,0,0,0,0,0,I
256,A3163,,0,0,0,0,0,0,I
257,A3164,,0,0,0,0,0,0,I
258,A3165,2014-05-08,616,0,0,0,0,0,I
259,A3166,2014-05-08,612,0,0,0,0,0,I
260,A3176,2014-05-08,730,0,0,0,0,0,I
261,A3177,,0,0,0,0,0,0,I
262,A3187,,0,0,0,0,0,0,I
263,A3193,,0,0,0,0,0,0,I
264,A3194,,0,0,0,0,0,0,I
265,A3195,,0,0,0,0,0,0,I
266,A3198,,0,0,0,0,0,0,I
267,A3199,2014-05-08,806,0,0,0,0,0,I
268,A3200,2014-05-08,802,0,0,0,0,0,I
269,A3201,2014-05-08,656,0,0,0,0,0,I
270,A3206,,0,0,0,0,0,0,I
271,A3210,2014-05-08,596,0,0,0,0,0,I
272,A3211,2014-05-08,724,0,0,0,0,0,I
273,A3212,,0,0,0,0,0,0,I
274,A3218,2014-05-08,604,0,0,0,0,0,I
275,A3219,2014-05-08,440,0,0,0,0,0,I
276,A3221,,0,0,0,0,0,0,I
277,A3222,2014-05-08,670,0,0,0,0,0,I
278,A3224,2014-05-08,672,0,0,0,0,0,I
279,AMS01,,0,0,0,0,0,0,I
280,AMS06,,0,0,0,0,0,0,I
281,B4001,,0,0,0,0,0,0,I
282,B4002,,0,0,0,0,0,0,I
283,B4003,,0,0,0,0,0,0,I
284,B4004,,0,0,0,0,0,0,I
285,B4006,,0,0,0,0,0,0,I
286,B4007,,0,0,0,0,0,0,I
287,B4009,,0,0,0,0,0,0,I
288,B4011,,0,0,0,0,0,0,I
289,B4012,,0,0,0,0,0,0,I
290,B4013,,0,0,0,0,0,0,I
291,B4014,,0,0,0,0,0,0,I
292,B4015,,0,0,0,0,0,0,I
293,B4016,,0,0,0,0,0,0,I
294,B4021,,0,0,0,0,0,0,I
295,B4022,,0,0,0,0,0,0,I
296,B4023,,0,0,0,0,0,0,I
297,B4024,,0,0,0,0,0,0,I
298,B4027,,0,0,0,0,0,0,I
299,B4028,,0,0,0,0,0,0,I
300,B4029,,0,0,0,0,0,0,I
301,B4030,,0,0,0,0,0,0,I
302,B4031,,0,0,0,0,0,0,I
303,B4033,,0,0,0,0,0,0,I
304,B4037,,0,0,0,0,0,0,I
305,B4038,,0,0,0,0,0,0,I
306,B4039,,0,0,0,0,0,0,I
307,B4041,,0,0,0,0,0,0,I
308,B4042,,0,0,0,0,0,0,I
309,B4045,,0,0,0,0,0,0,I
310,B4047,,0,0,0,0,0,0,I
311,B4052,,0,0,0,0,0,0,I
312,B4053,,0,0,0,0,0,0,I
313,B4057,,0,0,0,0,0,0,I
314,B4058,,0,0,0,0,0,0,I
315,B4060,,0,0,0,0,0,0,I
316,B4063,,0,0,0,0,0,0,I
317,B4064,,0,0,0,0,0,0,I
318,B4067,,0,0,0,0,0,0,I
319,B4069,,0,0,0,0,0,0,I
320,B4077,,0,0,0,0,0,0,I
321,B4078,,0,0,0,0,0,0,I
322,B4079,,0,0,0,0,0,0,I
323,B4088,,0,0,0,0,0,0,I
324,B4089,,0,0,0,0,0,0,I
325,B4095,,0,0,0,0,0,0,I
326,B4096,,0,0,0,0,0,0,I
327,B4102,,0,0,0,0,0,0,I
328,B4108,,0,0,0,0,0,0,I
329,B4110,,0,0,0,0,0,0,I
330,B4111,,0,0,0,0,0,0,I
331,B4112,,0,0,0,0,0,0,I
332,B4114,,0,0,0,0,0,0,I
333,B4118,,0,0,0,0,0,0,I
334,B4127,,0,0,0,0,0,0,I
335,B4128,,0,0,0,0,0,0,I
336,B4129,,0,0,0,0,0,0,I
337,B4130,,0,0,0,0,0,0,I
338,B4131,,0,0,0,0,0,0,I
339,B4132,,0,0,0,0,0,0,I
340,B4133,,0,0,0,0,0,0,I
341,B4137,,0,0,0,0,0,0,I
342,B4148,,0,0,0,0,0,0,I
343,B4149,,0,0,0,0,0,0,I
344,B4153,,0,0,0,0,0,0,I
345,B4154,,0,0,0,0,0,0,I
346,B4160,,0,0,0,0,0,0,I
347,B4164,,0,0,0,0,0,0,I
348,B4165,,0,0,0,0,0,0,I
349,B4167,,0,0,0,0,0,0,I
350,B4171,,0,0,0,0,0,0,I
351,B4172,,0,0,0,0,0,0,I
352,B4177,,0,0,0,0,0,0,I
353,B4189,,0,0,0,0,0,0,I
354,B4192,,0,0,0,0,0,0,I
355,B4196,,0,0,0,0,0,0,I
356,B4197,,0,0,0,0,0,0,I
357,B4200,,0,0,0,0,0,0,I
358,B4201,,0,0,0,0,0,0,I
359,B4202,,0,0,0,0,0,0,I
360,B4208,,0,0,0,0,0,0,I
361,BMS01,,0,0,0,0,0,0,I
362,BMS02,,0,0,0,0,0,0,I
363,BMS04,,0,0,0,0,0,0,I
364,D503,,0,0,0,0,0,0,I
365,D531,,0,0,0,0,0,0,I
366,R075,,0,0,0,0,0,0,I
367,R5035,,0,0,0,0,0,0,I
368,R5125,,0,0,0,0,0,0,I
369,R5132,,0,0,0,0,0,0,I
370,S6048,,0,0,0,0,0,0,I
371,S6063,,0,0,0,0,0,0,I
372,S6072,,0,0,0,0,0,0,I
373,S6093,,0,0,0,0,0,0,I
374,S6095,,0,0,0,0,0,0,I
375,S6096,,0,0,0,0,0,0,I
376,S6113,,0,0,0,0,0,0,I
377,S6121,,0,0,0,0,0,0,I
378,S6172,,0,0,0,0,0,0,I
379,T7007,,0,0,0,0,0,0,I
380,T7009,,0,0,0,0,0,0,I
381,T7011,,0,0,0,0,0,0,I
382,T7014,,0,0,0,0,0,0,I
383,T7064,,0,0,0,0,0,0,I
384,T7087,,0,0,0,0,0,0,I
385,T7107,,0,0,0,0,0,0,I
386,T7109,,0,0,0,0,0,0,I
387,T7116,,0,0,0,0,0,0,I
388,T7124,,0,0,0,0,0,0,I
389,T7131,,0,0,0,0,0,0,I
390,T7163,,0,0,0,0,0,0,I
391,T7166,,0,0,0,0,0,0,I
392,T7209,,0,0,0,0,0,0,I
393,T7290,,0,0,0,0,0,0,I
394,T7291,,0,0,0,0,0,0,I
395,U8001,,0,0,0,0,0,0,I
396,U8004,,0,0,0,0,0,0,I
397,U8007,,0,0,0,0,0,0,I
398,U8008,,0,0,0,0,0,0,I
399,U8010,,0,0,0,0,0,0,I
400,U8020,,0,0,0,0,0,0,I
401,U8032,,0,0,0,0,0,0,I
402,U8044,,0,0,0,0,0,0,I
403,U8045,,0,0,0,0,0,0,I
404,U8055,,0,0,0,0,0,0,I
405,U8056,,0,0,0,0,0,0,I
406,U8057,,0,0,0,0,0,0,I
407,U8058,,0,0,0,0,0,0,I
408,U8080,,0,0,0,0,0,0,I
409,U8091,,0,0,0,0,0,0,I
410,U8093,,0,0,0,0,0,0,I
411,U8094,,0,0,0,0,0,0,I
412,U8104,,0,0,0,0,0,0,I
413,U8117,,0,0,0,0,0,0,I
414,U8133,,0,0,0,0,0,0,I
415,U8150,,0,0,0,0,0,0,I
416,U8154,,0,0,0,0,0,0,I
417,U8163,,0,0,0,0,0,0,I
418,U8180,,0,0,0,0,0,0,I
419,U8189,,0,0,0,0,0,0,I
420,U8190,,0,0,0,0,0,0,I
421,U8191,,0,0,0,0,0,0,I
422,U8200,,0,0,0,0,0,0,I
423,U8205,,0,0,0,0,0,0,I
424,U8242,,0,0,0,0,0,0,I
425,U8255,,0,0,0,0,0,0,I
426,U8256,,0,0,0,0,0,0,I
427,U8262,,0,0,0,0,0,0,I
428,U8263,,0,0,0,0,0,0,I
429,U8268,,0,0,0,0,0,0,I
430,U8270,,0,0,0,0,0,0,I
431,U8271,,0,0,0,0,0,0,I
432,U8276,,0,0,0,0,0,0,I
433,U8277,,0,0,0,0,0,0,I
434,U8278,,0,0,0,0,0,0,I
435,U8300,,0,0,0,0,0,0,I
436,U8303,,0,0,0,0,0,0,I
437,U8305,,0,0,0,0,0,0,I
438,U8310,,0,0,0,0,0,0,I
439,U8313,,0,0,0,0,0,0,I
440,U8314,,0,0,0,0,0,0,I
441,U8316,,0,0,0,0,0,0,I
442,U8317,,0,0,0,0,0,0,I
443,UMS3,,0,0,0,0,0,0,I
444,UMS4,,0,0,0,0,0,0,I
445,W9048,,0,0,0,0,0,0,I
446,W9051,,0,0,0,0,0,0,I
447,W9052,,0,0,0,0,0,0,I
448,W9053,,0,0,0,0,0,0,I
449,W9057,,0,0,0,0,0,0,I
450,W9058,,0,0,0,0,0,0,I
451,W9059,,0,0,0,0,0,0,I
452,W9060,,0,0,0,0,0,0,I
453,W9069,,0,0,0,0,0,0,I
454,W9072,,0,0,0,0,0,0,I
455,W9073,,0,0,0,0,0,0,I
456,W9076,,0,0,0,0,0,0,I
457,W9077,,0,0,0,0,0,0,I
458,W9089,,0,0,0,0,0,0,I
459,W9107,,0,0,0,0,0,0,I
460,W9108,,0,0,0,0,0,0,I
461,W9109,,0,0,0,0,0,0,I
462,W9120,,0,0,0,0,0,0,I
463,W9123,,0,0,0,0,0,0,I
464,W9124,,0,0,0,0,0,0,I
465,W9125,,0,0,0,0,0,0,I
466,W9148,,0,0,0,0,0,0,I
467,W9157,,0,0,0,0,0,0,I
468,W9158,,0,0,0,0,0,0,I
469,W9178,,0,0,0,0,0,0,I
470,W9186,,0,0,0,0,0,0,I
471,W9187,,0,0,0,0,0,0,I
472,W9188,,0,0,0,0,0,0,I
473,W9189,,0,0,0,0,0,0,I
474,W9196,,0,0,0,0,0,0,I
475,W9207,,0,0,0,0,0,0,I
476,W9208,,0,0,0,0,0,0,I
477,W9214,,0,0,0,0,0,0,I
478,W9215,,0,0,0,0,0,0,I
479,W9217,,0,0,0,0,0,0,I
480,W9224,,0,0,0,0,0,0,I
481,W9227,,0,0,0,0,0,0,I
482,W9235,,0,0,0,0,0,0,I
483,W9240,,0,0,0,0,0,0,I
484,W9245,,0,0,0,0,0,0,I
485,W9251,,0,0,0,0,0,0,I
486,WMS1,,0,0,0,0,0,0,I
487,X0003,,0,0,0,0,0,0,I
488,X0009,,0,0,0,0,0,0,I
489,X0011,,0,0,0,0,0,0,I
490,X0012,,0,0,0,0,0,0,I
491,X0016,,0,0,0,0,0,0,I
492,X0019,,0,0,0,0,0,0,I
493,X0020,,0,0,0,0,0,0,I
494,X0023,,0,0,0,0,0,0,I
495,X0025,,0,0,0,0,0,0,I
496,X0026,,0,0,0,0,0,0,I
497,X0029,,0,0,0,0,0,0,I
498,X0030,,0,0,0,0,0,0,I
499,X0032,,0,0,0,0,0,0,I
500,X0033,,0,0,0,0,0,0,I
501,X0034,,0,0,0,0,0,0,I
502,X0035,,0,0,0,0,0,0,I
503,X0036,,0,0,0,0,0,0,I
504,X0039,,0,0,0,0,0,0,I
505,X0040,,0,0,0,0,0,0,I
506,X0041,,0,0,0,0,0,0,I
507,X0042,,0,0,0,0,0,0,I
508,X0044,,0,0,0,0,0,0,I
509,X0045,,0,0,0,0,0,0,I
510,X0047,,0,0,0,0,0,0,I
511,X0048,,0,0,0,0,0,0,I
512,X0049,,0,0,0,0,0,0,I
513,X0052,,0,0,0,0,0,0,I
514,X0053,,0,0,0,0,0,0,I
515,X0054,,0,0,0,0,0,0,I
516,X0056,,0,0,0,0,0,0,I
517,X0059,,0,0,0,0,0,0,I
518,X0060,,0,0,0,0,0,0,I
519,X0061,,0,0,0,0,0,0,I
520,X0062,,0,0,0,0,0,0,I
521,X0069,,0,0,0,0,0,0,I
522,X0070,,0,0,0,0,0,0,I
523,X0071,,0,0,0,0,0,0,I
524,X0072,,0,0,0,0,0,0,I
525,X0073,,0,0,0,0,0,0,I
526,X0077,,0,0,0,0,0,0,I
527,X0085,,0,0,0,0,0,0,I
528,X0091,,0,0,0,0,0,0,I
529,X0095,,0,0,0,0,0,0,I
530,X0097,,0,0,0,0,0,0,I
531,X0100,,0,0,0,0,0,0,I
532,X0112,,0,0,0,0,0,0,I
533,X0113,,0,0,0,0,0,0,I
534,X0123,,0,0,0,0,0,0,I
535,X0124,,0,0,0,0,0,0,I
536,X0125,,0,0,0,0,0,0,I
537,X0126,,0,0,0,0,0,0,I
538,X0128,,0,0,0,0,0,0,I
539,X0129,,0,0,0,0,0,0,I
540,X0144,,0,0,0,0,0,0,I
541,X0145,,0,0,0,0,0,0,I
542,X0146,,0,0,0,0,0,0,I
543,X0155,,0,0,0,0,0,0,I
544,X0157,,0,0,0,0,0,0,I
545,X0167,,0,0,0,0,0,0,I
546,X0172,,0,0,0,0,0,0,I
547,X0188,,0,0,0,0,0,0,I
548,X0195,,0,0,0,0,0,0,I
549,X0196,,0,0,0,0,0,0,I
550,X0197,,0,0,0,0,0,0,I
551,X0202,,0,0,0,0,0,0,I
552,X0226,,0,0,0,0,0,0,I
553,X0240,,0,0,0,0,0,0,I
554,X0248,,0,0,0,0,0,0,I
555,XMS1,,0,0,0,0,0,0,I
556,XMS10,,0,0,0,0,0,0,I
557,XMS11,,0,0,0,0,0,0,I
558,XMS14,,0,0,0,0,0,0,I
559,XMS15,,0,0,0,0,0,0,I
560,XMS2,,0,0,0,0,0,0,I
561,XMS4,,0,0,0,0,0,0,I
562,XMS7,,0,0,0,0,0,0,I
563,Y1003,,0,0,0,0,0,0,I
564,Y1005,,0,0,0,0,0,0,I
565,Y1009,,0,0,0,0,0,0,I
566,Y1013,,0,0,0,0,0,0,I
567,Y1014,,0,0,0,0,0,0,I
568,Y1015,,0,0,0,0,0,0,I
569,Y1017,,0,0,0,0,0,0,I
570,Y1018,,0,0,0,0,0,0,I
571,Y1023,,0,0,0,0,0,0,I
572,Y1026,,0,0,0,0,0,0,I
573,Y1028,,0,0,0,0,0,0,I
574,Y1029,,0,0,0,0,0,0,I
575,Y1030,,0,0,0,0,0,0,I
576,Y1031,,0,0,0,0,0,0,I
577,Y1032,,0,0,0,0,0,0,I
578,Y1036,,0,0,0,0,0,0,I
579,Y1038,,0,0,0,0,0,0,I
580,Y1039,,0,0,0,0,0,0,I
581,Y1040,,0,0,0,0,0,0,I
582,Y1042,,0,0,0,0,0,0,I
583,Y1044,,0,0,0,0,0,0,I
584,Y1045,,0,0,0,0,0,0,I
585,Y1046,,0,0,0,0,0,0,I
586,Y1047,,0,0,0,0,0,0,I
587,Y1048,,0,0,0,0,0,0,I
588,Y1049,,0,0,0,0,0,0,I
589,Y1052,,0,0,0,0,0,0,I
590,Y1053,,0,0,0,0,0,0,I
591,Y1055,,0,0,0,0,0,0,I
592,Y1056,,0,0,0,0,0,0,I
593,Y1057,,0,0,0,0,0,0,I
594,Y1058,,0,0,0,0,0,0,I
595,Y1059,,0,0,0,0,0,0,I
596,Y1060,,0,0,0,0,0,0,I
597,Y1061,,0,0,0,0,0,0,I
598,Y1062,,0,0,0,0,0,0,I
599,Y1063,,0,0,0,0,0,0,I
600,Y1064,,0,0,0,0,0,0,I
601,Y1067,,0,0,0,0,0,0,I
602,Y1068,,0,0,0,0,0,0,I
603,Y1069,,0,0,0,0,0,0,I
604,Y1070,,0,0,0,0,0,0,I
605,Y1071,,0,0,0,0,0,0,I
606,Y1072,,0,0,0,0,0,0,I
607,Y1075,,0,0,0,0,0,0,I
608,Y1076,,0,0,0,0,0,0,I
609,Y1077,,0,0,0,0,0,0,I
610,Y1081,,0,0,0,0,0,0,I
611,Y1085,,0,0,0,0,0,0,I
612,Y1086,,0,0,0,0,0,0,I
613,Y1087,,0,0,0,0,0,0,I
614,Y1088,,0,0,0,0,0,0,I
615,Y1091,,0,0,0,0,0,0,I
616,Y1102,,0,0,0,0,0,0,I
617,Y1103,,0,0,0,0,0,0,I
618,Y1118,,0,0,0,0,0,0,I
619,Y1119,,0,0,0,0,0,0,I
620,Y1130,,0,0,0,0,0,0,I
621,Y1141,,0,0,0,0,0,0,I
622,Y1143,,0,0,0,0,0,0,I
623,Y1146,,0,0,0,0,0,0,I
624,Y1150,,0,0,0,0,0,0,I
625,Y1154,,0,0,0,0,0,0,I
626,Y1157,,0,0,0,0,0,0,I
627,Y1162,,0,0,0,0,0,0,I
628,Y1163,,0,0,0,0,0,0,I
629,Y1167,,0,0,0,0,0,0,I
630,Y1170,,0,0,0,0,0,0,I
631,Y1172,,0,0,0,0,0,0,I
632,Y1176,,0,0,0,0,0,0,I
633,Y1182,,0,0,0,0,0,0,I
634,Y1185,,0,0,0,0,0,0,I
635,Y1193,,0,0,0,0,0,0,I
636,Y1199,,0,0,0,0,0,0,I
637,Y1211,,0,0,0,0,0,0,I
638,Y1221,,0,0,0,0,0,0,I
639,YMS04,,0,0,0,0,0,0,I
640,YMS05,,0,0,0,0,0,0,I
641,YMS06,,0,0,0,0,0,0,I
642,YMS07,,0,0,0,0,0,0,I
643,YMS13,,0,0,0,0,0,0,I
644,YMS21,,0,0,0,0,0,0,I
645,YMSEarly,,0,0,0,0,0,0,I
646,Z001,,0,0,0,0,0,0,I
647,Z002,,0,0,0,0,0,0,I
648,Z003,,0,0,0,0,0,0,I
649,Z005,,0,0,0,0,0,0,I
650,Z006,,0,0,0,0,0,0,I
651,Z007,,0,0,0,0,0,0,I
652,Z008,,0,0,0,0,0,0,I
653,Z009,,0,0,0,0,0,0,I
654,Z010,,0,0,0,0,0,0,I
655,Z011,,0,0,0,0,0,0,I
656,Z012,,0,0,0,0,0,0,I
657,Z013,,0,0,0,0,0,0,I
